SubClient Configuration Information
Generated on: Feb 24, 2023, 5:29:07 AM

Subclient Retention Details
"Client","Agent","Instance","Subclient","Retention Policy","Primary Retention"
"miapdwfarm01","Windows File System","","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"miapdwfarm02","SQL Server","MIAPDWFARM02","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"miapdwfarm02","SQL Server","MIAPDWFARM02\APPDEV","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"miapdwfarm02","Windows File System","","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"MIAPLMGMT","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"miapmwcm01","Windows File System","","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"MIAPMWSUBCA","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"MIAPWLGIT","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"MIAPZWQSPRXY01","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"MIAPZWQSPRXY02","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"MIATALLRAY","Virtual Server","VMInstance","default","SP_FTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"miatdwfarm01","SQL Server","MIATDWFARM01","default","SP_FTCData_Dev","Copy Name: Primary, Retention:14 Days 1 cycle"
"miatdwfarm01","SQL Server","MIATDWFARM01\MIATDWFARM01A","default","SP_FTCData_Dev","Copy Name: Primary, Retention:14 Days 1 cycle"
"miatdwfarm01","SQL Server","MIATDWFARM01\TSHUTTLE","default","SP_FTCData_Dev","Copy Name: Primary, Retention:14 Days 1 cycle"
"miatdwfarm01","Windows File System","","default","SP_FTCData_Dev","Copy Name: Primary, Retention:14 Days 1 cycle"
"miatdwfarm02","SQL Server","MIATDWFARM02","default","SP_FTCData_Dev","Copy Name: Primary, Retention:14 Days 1 cycle"
"miatdwfarm02","SQL Server","MIATDWFARM02\APPDEV","default","SP_FTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"miatdwfarm02","Windows File System","","default","SP_FTCData_Dev","Copy Name: Primary, Retention:14 Days 1 cycle"
"miatdwvsql01","SQL Server","MIATDWVSQL01","default","SP_FTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"miatdwvsql01","Windows File System","","default","SP_FTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"MIATZWMDC","Virtual Server","VMInstance","default","SP_FTCData_Dev","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPAAZSCALER02","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"ptcpacvvsa01","Windows File System","","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPALR7N01","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"ptcpalvfrel01","Linux File System","","default","",""
"PTCPALVFREL01","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPALVNTP01","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPAWADDMPRO01","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPAWAZADC01","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"ptcpawexch01","Windows File System","","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"ptcpawexch02","Windows File System","","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPAWQSCENT01","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPAWQSENG01","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPAWQSENG02","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPAWQSNPRIN01","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPAWQSRIM01","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"ptcpawspoint01","Windows File System","","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPAWVISN01","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPAWVISN02","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPAWVRCN01","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPAWVRCN02","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPCWDC1","Active Directory","","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPCWDC1","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPCWDC2","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"ptcpdwsfbn02","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPHVESX01","Virtual Server","VMware","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPHVESX01","Virtual Server","VMware","Default_Prod","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPIUVDCAPUP01","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPIUVDCAPUP02","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPIWVDOPPD01","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPIWVDSOCLT01","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPIWVDSOPXY01","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPIWVDSOPXY02","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPMACLENC01","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPMACLENC02","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPML01LOGIN","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPML01VCENTER","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPML01VXMGR","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPMLVROPS01","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPMWDHCP01","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPZWQSPRXY01","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"PTCPZWQSPRXY02","Virtual Server","VMInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"SP_FTCData_Dev_IndexServer","Big Data Apps","classicIndexInstance","default","SP_FTCData_Dev","Copy Name: Primary, Retention:14 Days 1 cycle"
"SP_FTCData_IndexServer","Big Data Apps","classicIndexInstance","default","SP_FTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"SP_FTCData_Test_IndexServer","Big Data Apps","classicIndexInstance","default","SP_FTCData_Test","Copy Name: Primary, Retention:14 Days 1 cycle"
"SP_PTCData_Dev_IndexServer","Big Data Apps","classicIndexInstance","default","SP_PTCData_Dev","Copy Name: Primary, Retention:14 Days 1 cycle"
"SP_PTCData_IndexServer","Big Data Apps","classicIndexInstance","default","SP_PTCData","Copy Name: Primary, Retention:14 Days 1 cycle"
"SP_PTCData_Test_IndexServer","Big Data Apps","classicIndexInstance","default","SP_PTCData_Test","Copy Name: Primary, Retention:14 Days 1 cycle"
"ZZFTCDALTES02","Linux File System","","default","",""
"ZZFTCPMLRM201","Linux File System","","default","",""
"ZZFTCTAWBRN01","SQL Server","ZZFTCTAWBRN01\SQLEXPRESS","default","",""
"ZZFTCTAWBRN01","Windows File System","","default","CommServeDR","Copy Name: Primary, Retention:14 Days"
"ZZPTCPMWROZ01","Windows File System","","default","",""
"ZZPTCPMWVRO01","Windows File System","","default","",""
"ZZPTCTDWTES01","Windows File System","","default","",""

