Backup job summary
 Report generated on Nov 10, 2022, 9:33:02 AM

Job Details
"Job ID","Server","Agent","HyperVisor Type","Subclient","Type","Backup Type","Application Size","Media Size","Job status","Failure Reason","Throughput (GB/Hour)","VM Operating System","VM Datastore","Retain Data Until"
"2562260","ahp0759","SQL Server","N/A","default","Backup","Transaction Log","6553966","286066","Completed","","1.100","","","Dec 9, 2022, 05:00:12 PM"
"2562259","ahp0763","SQL Server","N/A","default","Backup","Transaction Log","11862748","429181","Completed","","1.730","","","Dec 9, 2022, 05:00:13 PM"
"2562258","miatdwfarm02","SQL Server","N/A","default","Backup","Transaction Log","12911812","200106","Completed","","1.310","","","Dec 9, 2022, 05:00:12 PM"
"2562257","miapdwfarm01","SQL Server","N/A","ERPM_DB","Backup","Transaction Log","6619380","600471","Completed","","2.770","","","Dec 9, 2022, 05:00:12 PM"
"2562256","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","39715426","39807272","Completed","","8.880","","","Nov 23, 2022, 05:00:12 PM"
"2562254","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","13107810","13141096","Completed","","4.000","","","Nov 23, 2022, 04:45:12 PM"
"2562252","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","29557346","29626824","Completed","","9.010","","","Nov 23, 2022, 04:30:12 PM"
"2562251","miapdwfarm01","SQL Server","N/A","ERPM_DB","Backup","Transaction Log","6488308","540796","Completed","","2.720","","","Dec 9, 2022, 04:30:12 PM"
"2562248","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","130286178","130576840","Completed","","31.200","","","Nov 23, 2022, 04:15:10 PM"
"2562246","ahp0218","SQL Server","N/A","default","Backup","Transaction Log","0","0","Completed","","'-1.000","","","Nov 9, 2022, 04:00:22 PM"
"2562245","ahppdwanlysql01","SQL Server","N/A","default","Backup","Transaction Log","21040268240","9467793302","Completed","","641.300","","","Dec 9, 2022, 04:00:22 PM"
"2562244","ahppdworahyp11","SQL Server","N/A","default","Backup","Transaction Log","269879200","49769203","Completed","","25.850","","","Dec 9, 2022, 04:00:22 PM"
"2562243","ahppdwstepwse01","SQL Server","N/A","default","Backup","Transaction Log","14025314","1468096","Completed","","0.160","","","Dec 9, 2022, 04:00:22 PM"
"2562242","ahptdwstepwse01","SQL Server","N/A","default","Backup","Transaction Log","2359540","30258","Completed","","0.660","","","Dec 9, 2022, 04:00:21 PM"
"2562241","ahpddwstepwse01","SQL Server","N/A","default","Backup","Transaction Log","3539310","45596","Completed","","0.910","","","Dec 9, 2022, 04:00:21 PM"
"2562240","ahppdwmoveit01","SQL Server","N/A","default","Backup","Transaction Log","16580974","4173899","Completed","","0.250","","","Dec 9, 2022, 04:00:21 PM"
"2562239","ahptdwmoveit01","SQL Server","N/A","default","Backup","Transaction Log","14090484","3945692","Completed","","2.360","","","Dec 9, 2022, 04:00:21 PM"
"2562238","ahptdworahyp11","SQL Server","N/A","default","Backup","Transaction Log","22480800","1051048","Completed","","1.840","","","Dec 9, 2022, 04:00:21 PM"
"2562237","ahppdwintvsql03","SQL Server","N/A","default","Backup","Transaction Log","78121230","17836512","Completed","","5.040","","","Dec 9, 2022, 04:00:21 PM"
"2562236","ahppdwaxmvsql03","SQL Server","N/A","default","Backup","Transaction Log","10748392","153346","Completed","","2.400","","","Dec 9, 2022, 04:00:21 PM"
"2562235","ahppdwpsfvsql03","SQL Server","N/A","default","Backup","Transaction Log","26280546","12843881","Completed","","6.290","","","Dec 9, 2022, 04:00:21 PM"
"2562234","ahp0430","SQL Server","N/A","default","Backup","Transaction Log","0","0","Completed","","'-1.000","","","Nov 9, 2022, 04:00:21 PM"
"2562233","AHPPDWINFA01","SQL Server","N/A","default","Backup","Transaction Log","596838426","151361919","Completed","","2.460","","","Dec 9, 2022, 04:00:21 PM"
"2562232","ahppdwvrnssql01","SQL Server","N/A","default","Backup","Transaction Log","4719080","69299","Completed","","0.070","","","Dec 9, 2022, 04:00:21 PM"
"2562231","AHPPDWINTVSQL02","SQL Server","N/A","06:00 AM backup","Backup","Transaction Log","6881646","1032287","Completed","","1.540","","","Dec 9, 2022, 04:00:20 PM"
"2562230","AHPPDWINTVSQL02","SQL Server","N/A","default","Backup","Transaction Log","13501758","191692","Completed","","2.260","","","Dec 9, 2022, 04:00:20 PM"
"2562229","AHPPDWHRPVSQL02","SQL Server","N/A","06:00 AM backup","Backup","Transaction Log","0","0","Completed","","'-1.000","","","Nov 9, 2022, 04:00:20 PM"
"2562228","AHPPDWHRPVSQL02","SQL Server","N/A","default","Backup","Transaction Log","8520534","113646","Completed","","1.900","","","Dec 9, 2022, 04:00:20 PM"
"2562227","AHPPDWAXMVSQL02","SQL Server","N/A","default","Backup","Transaction Log","1179770","15477","Completed","","0.570","","","Dec 9, 2022, 04:00:20 PM"
"2562226","AHPQDWPSFVSQL01","SQL Server","N/A","default","Backup","Transaction Log","6750818","203421","Completed","","1.130","","","Dec 9, 2022, 04:00:20 PM"
"2562225","AHPQDWINTVSQL01","SQL Server","N/A","06:00 AM backup","Backup","Transaction Log","5832948","1138337","Completed","","1.150","","","Dec 9, 2022, 04:00:20 PM"
"2562224","AHPQDWINTVSQL01","SQL Server","N/A","default","Backup","Transaction Log","20973350","374255","Completed","","2.270","","","Dec 9, 2022, 04:00:20 PM"
"2562223","AHPQDWHRPVSQL01","SQL Server","N/A","06:00 AM backup","Backup","Transaction Log","1179770","15456","Completed","","0.260","","","Dec 9, 2022, 04:00:19 PM"
"2562222","AHPQDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","10093520","144709","Completed","","1.300","","","Dec 9, 2022, 04:00:19 PM"
"2562221","AHPQDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","15729250","917949","Completed","","2.780","","","Dec 9, 2022, 04:00:19 PM"
"2562220","AHPTDWINTVSQL01","SQL Server","N/A","default","Backup","Transaction Log","30346096","441368","Completed","","1.920","","","Dec 9, 2022, 04:00:19 PM"
"2562219","AHPTDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","9831376","131753","Completed","","1.430","","","Dec 9, 2022, 04:00:19 PM"
"2562218","AHPTDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","6160994","86175","Completed","","0.900","","","Dec 9, 2022, 04:00:19 PM"
"2562217","AHPDDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","11534824","320444","Completed","","2.420","","","Dec 9, 2022, 04:00:19 PM"
"2562216","AHPDDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","18350812","1478145","Completed","","3.240","","","Dec 9, 2022, 04:00:19 PM"
"2562215","ahpddwinfa01","SQL Server","N/A","default","Backup","Transaction Log","47516040","6752205","Completed","","3.120","","","Dec 9, 2022, 04:00:19 PM"
"2562214","ahppdwacurpts","SQL Server","N/A","default","Backup","Transaction Log","4850152","65957","Completed","","0.070","","","Dec 9, 2022, 04:00:18 PM"
"2562213","ahppdwacuity","SQL Server","N/A","default","Backup","Transaction Log","7340764","114738","Completed","","0.070","","","Dec 9, 2022, 04:00:18 PM"
"2562212","AHPPDWHRPVSQL01","SQL Server","N/A","Repli _Backup","Backup","Transaction Log","0","0","Completed","","'-1.000","","","Nov 9, 2022, 04:00:18 PM"
"2562211","AHPPDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","6292066","91504","Completed","","1.050","","","Dec 9, 2022, 04:00:18 PM"
"2562210","AHPPDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","11141486","518119","Completed","","3.400","","","Dec 9, 2022, 04:00:18 PM"
"2562209","ahpdawautomic","SQL Server","N/A","default","Backup","Transaction Log","24510708","5843842","Completed","","4.830","","","Dec 9, 2022, 04:00:17 PM"
"2562208","ahp0414","SQL Server","N/A","default","Backup","Transaction Log","8126830","1038200","Completed","","0.140","","","Dec 9, 2022, 04:00:17 PM"
"2562207","ahp0435","SQL Server","N/A","default","Backup","Transaction Log","2097396","26341","Completed","","0.410","","","Dec 9, 2022, 04:00:17 PM"
"2562206","gnvpawtfs","SQL Server","N/A","default","Backup","Transaction Log","7471836","102234","Completed","","0.080","","","Dec 9, 2022, 04:00:17 PM"
"2562205","ahp0213","SQL Server","N/A","default","Backup","Transaction Log","82254634","1420693","Completed","","2.900","","","Dec 9, 2022, 04:00:18 PM"
"2562204","ahp0926","SQL Server","N/A","default","Backup","Transaction Log","115682142","2162388","Completed","","1.450","","","Dec 9, 2022, 04:00:18 PM"
"2562203","miatdwvsql01","SQL Server","N/A","default","Backup","Transaction Log","34735056","1060446","Completed","","4.660","","","Dec 9, 2022, 04:00:17 PM"
"2562202","ahppdwhresb","SQL Server","N/A","default","Backup","Transaction Log","48370082","798045","Completed","","1.840","","","Dec 9, 2022, 04:00:17 PM"
"2562201","miapdwcm01","SQL Server","N/A","default","Backup","Transaction Log","104268264","14457382","Completed","","29.130","","","Dec 9, 2022, 04:00:17 PM"
"2562200","miapdwalmdb","SQL Server","N/A","default","Backup","Transaction Log","10224470","457426","Completed","","2.450","","","Dec 9, 2022, 04:00:17 PM"
"2562199","ahp0751","SQL Server","N/A","default","Backup","Transaction Log","262947275484","5227195220","Completed","","255.540","","","Dec 9, 2022, 04:00:17 PM"
"2562198","gnvpdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","100925928","28795773","Completed","","1.260","","","Dec 9, 2022, 04:00:17 PM"
"2562197","gnvpdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","3539310","44604","Completed","","0.060","","","Dec 9, 2022, 04:00:16 PM"
"2562196","gnvpdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","9568988","367683","Completed","","0.090","","","Dec 9, 2022, 04:00:16 PM"
"2562195","miapdwfarm02","SQL Server","N/A","default","Backup","Transaction Log","4850030","91775","Completed","","0.080","","","Dec 9, 2022, 04:00:16 PM"
"2562194","ahppaledwmlie08","Linux File System","N/A","default","Backup","Incremental","2454837691983","32494613245","Completed","","313.340","","","Nov 23, 2022, 04:00:23 PM"
"2562193","miapdwfarm02","SQL Server","N/A","default","Backup","Transaction Log","91690720","2053886","Completed","","0.140","","","Dec 9, 2022, 04:00:16 PM"
"2562192","ahppaledwmlie09","Linux File System","N/A","default","Backup","Incremental","2565852230435","26417166856","Completed","","493.080","","","Nov 23, 2022, 04:00:24 PM"
"2562191","ahp0494","SQL Server","N/A","default","Backup","Transaction Log","1179770","17748","Completed","","0.570","","","Dec 9, 2022, 04:00:16 PM"
"2562190","AHPPALEDWMLIE06","Linux File System","N/A","default","Backup","Incremental","2539501581146","51636748100","Completed","","686.750","","","Dec 9, 2022, 04:00:23 PM"
"2562189","ahp0758","SQL Server","N/A","default","Backup","Transaction Log","4325742","134891","Completed","","1.610","","","Dec 9, 2022, 04:00:16 PM"
"2562188","AHPPALEDWMLIE05","Linux File System","N/A","default","Backup","Incremental","2542873828787","52047111570","Completed","","392.290","","","Nov 23, 2022, 04:00:23 PM"
"2562187","AHPPALEDWMLIE04","Linux File System","N/A","default","Backup","Incremental","2551427313246","19923993779","Completed","","509.940","","","Nov 23, 2022, 04:00:23 PM"
"2562186","miapdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","12714960","234677","Completed","","2.660","","","Dec 9, 2022, 04:00:15 PM"
"2562185","AHPPALEDWMLIE03","Linux File System","N/A","default","Backup","Incremental","2606248541618","27177272608","Completed","","504.160","","","Nov 23, 2022, 04:00:23 PM"
"2562184","miapdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","10093276","193524","Completed","","2.600","","","Dec 9, 2022, 04:00:15 PM"
"2562183","AHPPALEDWMLIE02","Linux File System","N/A","default","Backup","Incremental","2614041585314","39887568543","Completed","","377.540","","","Nov 23, 2022, 04:00:23 PM"
"2562182","gnvtdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","609092072","186519640","Completed","","102.110","","","Dec 9, 2022, 04:00:15 PM"
"2562181","AHPPALEDWMLIE01","Linux File System","N/A","default","Backup","Incremental","2583805860546","20246108672","Completed","","549.430","","","Nov 23, 2022, 04:00:22 PM"
"2562180","gnvtdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","4981224","69100","Completed","","0.800","","","Dec 9, 2022, 04:00:15 PM"
"2562179","gnvtdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","7996124","126834","Completed","","1.340","","","Dec 9, 2022, 04:00:15 PM"
"2562178","ahp0493","SQL Server","N/A","default","Backup","Transaction Log","11535190","224474","Completed","","1.430","","","Dec 9, 2022, 04:00:14 PM"
"2562177","miatdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","4719080","59671","Completed","","0.790","","","Dec 9, 2022, 04:00:14 PM"
"2562176","miatdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","3539310","44304","Completed","","0.740","","","Dec 9, 2022, 04:00:14 PM"
"2562175","miatdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","40504420","854122","Completed","","2.060","","","Dec 9, 2022, 04:00:14 PM"
"2562174","ahp0759","SQL Server","N/A","default","Backup","Transaction Log","6488430","271880","Completed","","1.210","","","Dec 9, 2022, 04:00:14 PM"
"2562173","ahp0763","SQL Server","N/A","default","Backup","Transaction Log","11862748","429724","Completed","","1.810","","","Dec 9, 2022, 04:00:14 PM"
"2562172","miatdwfarm02","SQL Server","N/A","default","Backup","Transaction Log","12911812","200362","Completed","","1.240","","","Dec 9, 2022, 04:00:14 PM"
"2562171","AHPPALINTETL01","Linux File System","N/A","default","Backup","Incremental","1602583523","760172930","Completed","","51.660","","","Dec 9, 2022, 04:00:15 PM"
"2562170","ahpddwacuity","SQL Server","N/A","default","Backup","Transaction Log","16516658","347961","Completed","","1.500","","","Dec 9, 2022, 04:00:14 PM"
"2562169","miapdwfarm01","SQL Server","N/A","ERPM_DB","Backup","Transaction Log","6488308","546261","Completed","","2.720","","","Dec 9, 2022, 04:00:14 PM"
"2562168","avmedptcma03","Windows File System","N/A","DDBBackup","Backup","Full","134108495635","50485753463","Completed","","1270.150","","","Nov 23, 2022, 04:00:09 PM"
"2562167","avmedftcma02","Windows File System","N/A","DDBBackup","Backup","Full","109338233058","47711082737","Completed","","1593.850","","","Nov 23, 2022, 04:00:10 PM"
"2562166","avmedftcma01","Windows File System","N/A","DDBBackup","Backup","Full","110008364160","47943675748","Completed","","1617.680","","","Nov 23, 2022, 04:00:09 PM"
"2562165","avmedptcma02","Windows File System","N/A","DDBBackup","Backup","Full","274869075347","92993930981","Completed","","1176.970","","","Nov 23, 2022, 04:00:10 PM"
"2562164","avmedptcma01","Windows File System","N/A","DDBBackup","Backup","Full","139666427141","46935905717","Completed","","1045.240","","","Nov 23, 2022, 04:00:10 PM"
"2562163","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","47579746","47688872","Completed","","13.290","","","Nov 23, 2022, 04:00:09 PM"
"2562153","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","35193442","35275304","Completed","","9.830","","","Nov 23, 2022, 03:45:09 PM"
"2562151","miapdwfarm01","SQL Server","N/A","ERPM_DB","Backup","Transaction Log","6488308","534946","Completed","","1.450","","","Dec 9, 2022, 03:30:08 PM"
"2562150","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","41222754","41317864","Completed","","12.560","","","Nov 23, 2022, 03:30:08 PM"
"2562148","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","87884386","88081928","Completed","","26.790","","","Nov 23, 2022, 03:15:13 PM"
"2562146","ahp0218","SQL Server","N/A","default","Backup","Transaction Log","0","0","Completed","","'-1.000","","","Nov 9, 2022, 03:00:13 PM"
"2562145","ahppdwanlysql01","SQL Server","N/A","default","Backup","Transaction Log","14919926736","5493809846","Completed","","862.460","","","Dec 9, 2022, 03:00:13 PM"
"2562144","ahppdworahyp11","SQL Server","N/A","default","Backup","Transaction Log","72419232","12983532","Completed","","8.090","","","Dec 9, 2022, 03:00:13 PM"
"2562143","ahppdwstepwse01","SQL Server","N/A","default","Backup","Transaction Log","36569698","5808873","Completed","","0.430","","","Dec 9, 2022, 03:00:13 PM"
"2562142","ahptdwstepwse01","SQL Server","N/A","default","Backup","Transaction Log","2359540","30277","Completed","","0.720","","","Dec 9, 2022, 03:00:13 PM"
"2562141","ahpddwstepwse01","SQL Server","N/A","default","Backup","Transaction Log","3539310","45786","Completed","","0.990","","","Dec 9, 2022, 03:00:13 PM"
"2562140","ahppdwmoveit01","SQL Server","N/A","default","Backup","Transaction Log","40305006","10931742","Completed","","0.610","","","Dec 9, 2022, 03:00:13 PM"
"2562139","ahptdwmoveit01","SQL Server","N/A","default","Backup","Transaction Log","14483700","4093065","Completed","","3.240","","","Dec 9, 2022, 03:00:12 PM"
"2562138","ahptdworahyp11","SQL Server","N/A","default","Backup","Transaction Log","22480800","1054265","Completed","","1.930","","","Dec 9, 2022, 03:00:12 PM"
"2562137","ahppdwintvsql03","SQL Server","N/A","default","Backup","Transaction Log","143132942","30716192","Completed","","10.660","","","Dec 9, 2022, 03:00:12 PM"
"2562136","ahppdwaxmvsql03","SQL Server","N/A","default","Backup","Transaction Log","10748392","153217","Completed","","3.280","","","Dec 9, 2022, 03:00:12 PM"
"2562135","ahppdwpsfvsql03","SQL Server","N/A","default","Backup","Transaction Log","40305250","15794683","Completed","","7.950","","","Dec 9, 2022, 03:00:12 PM"
"2562134","ahp0430","SQL Server","N/A","default","Backup","Transaction Log","0","0","Completed","","'-1.000","","","Nov 9, 2022, 03:00:12 PM"
"2562133","AHPPDWINFA01","SQL Server","N/A","default","Backup","Transaction Log","355141658","88472938","Completed","","1.460","","","Dec 9, 2022, 03:00:12 PM"
"2562132","ahppdwvrnssql01","SQL Server","N/A","default","Backup","Transaction Log","4719080","67884","Completed","","0.070","","","Dec 9, 2022, 03:00:12 PM"
"2562131","AHPPDWINTVSQL02","SQL Server","N/A","06:00 AM backup","Backup","Transaction Log","124060014","35281533","Completed","","29.710","","","Dec 9, 2022, 03:00:11 PM"
"2562130","AHPPDWINTVSQL02","SQL Server","N/A","default","Backup","Transaction Log","13501758","191724","Completed","","2.260","","","Dec 9, 2022, 03:00:11 PM"
"2562129","AHPPDWHRPVSQL02","SQL Server","N/A","06:00 AM backup","Backup","Transaction Log","0","0","Completed","","'-1.000","","","Nov 9, 2022, 03:00:11 PM"
"2562128","AHPPDWHRPVSQL02","SQL Server","N/A","default","Backup","Transaction Log","8520534","113479","Completed","","1.900","","","Dec 9, 2022, 03:00:11 PM"
"2562127","AHPPDWAXMVSQL02","SQL Server","N/A","default","Backup","Transaction Log","1179770","15465","Completed","","0.570","","","Dec 9, 2022, 03:00:11 PM"
"2562126","AHPQDWPSFVSQL01","SQL Server","N/A","default","Backup","Transaction Log","6881890","206950","Completed","","1.280","","","Dec 9, 2022, 03:00:11 PM"
"2562125","AHPQDWINTVSQL01","SQL Server","N/A","06:00 AM backup","Backup","Transaction Log","133300468","36487313","Completed","","37.240","","","Dec 9, 2022, 03:00:11 PM"
"2562124","AHPQDWINTVSQL01","SQL Server","N/A","default","Backup","Transaction Log","20973350","379145","Completed","","2.200","","","Dec 9, 2022, 03:00:11 PM"
"2562123","AHPQDWHRPVSQL01","SQL Server","N/A","06:00 AM backup","Backup","Transaction Log","1179770","15407","Completed","","0.440","","","Dec 9, 2022, 03:00:11 PM"
"2562122","AHPQDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","10093520","144670","Completed","","1.410","","","Dec 9, 2022, 03:00:11 PM"
"2562121","AHPQDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","22938210","3176450","Completed","","4.520","","","Dec 9, 2022, 03:00:11 PM"
"2562120","AHPTDWINTVSQL01","SQL Server","N/A","default","Backup","Transaction Log","30346096","440638","Completed","","1.960","","","Dec 9, 2022, 03:00:11 PM"
"2562119","AHPTDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","9831376","131668","Completed","","1.370","","","Dec 9, 2022, 03:00:11 PM"
"2562118","AHPTDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","6160994","86250","Completed","","1.220","","","Dec 9, 2022, 03:00:10 PM"
"2562117","AHPDDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","11534824","321548","Completed","","2.580","","","Dec 9, 2022, 03:00:10 PM"
"2562116","AHPDDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","18350812","1477764","Completed","","3.240","","","Dec 9, 2022, 03:00:10 PM"
"2562115","ahpddwinfa01","SQL Server","N/A","default","Backup","Transaction Log","57543048","9520249","Completed","","4.020","","","Dec 9, 2022, 03:00:10 PM"
"2562114","ahppdwacurpts","SQL Server","N/A","default","Backup","Transaction Log","4850152","65934","Completed","","0.070","","","Dec 9, 2022, 03:00:10 PM"
"2562113","ahppdwacuity","SQL Server","N/A","default","Backup","Transaction Log","7340764","118891","Completed","","0.080","","","Dec 9, 2022, 03:00:10 PM"
"2562112","AHPPDWHRPVSQL01","SQL Server","N/A","Repli _Backup","Backup","Transaction Log","0","0","Completed","","'-1.000","","","Nov 9, 2022, 03:00:10 PM"
"2562111","AHPPDWHRPVSQL01","SQL Server","N/A","default","Backup","Transaction Log","6292066","91428","Completed","","1.760","","","Dec 9, 2022, 03:00:10 PM"
"2562110","AHPPDWAXMVSQL01","SQL Server","N/A","default","Backup","Transaction Log","228852078","61950015","Completed","","63.940","","","Dec 9, 2022, 03:00:09 PM"
"2562109","ahpdawautomic","SQL Server","N/A","default","Backup","Transaction Log","12517620","3301715","Completed","","3.500","","","Dec 9, 2022, 03:00:09 PM"
"2562108","ahp0414","SQL Server","N/A","default","Backup","Transaction Log","7995758","1009801","Completed","","0.130","","","Dec 9, 2022, 03:00:09 PM"
"2562107","ahp0435","SQL Server","N/A","default","Backup","Transaction Log","2097396","26320","Completed","","0.780","","","Dec 9, 2022, 03:00:09 PM"
"2562106","gnvpawtfs","SQL Server","N/A","default","Backup","Transaction Log","7340764","100943","Completed","","0.070","","","Dec 9, 2022, 03:00:09 PM"
"2562105","ahp0213","SQL Server","N/A","default","Backup","Transaction Log","82254634","1421045","Completed","","3.240","","","Dec 9, 2022, 03:00:09 PM"
"2562104","ahp0926","SQL Server","N/A","default","Backup","Transaction Log","116271966","2312402","Completed","","1.500","","","Dec 9, 2022, 03:00:09 PM"
"2562103","miatdwvsql01","SQL Server","N/A","default","Backup","Transaction Log","34735056","1060346","Completed","","4.660","","","Dec 9, 2022, 03:00:09 PM"
"2562102","ahppdwhresb","SQL Server","N/A","default","Backup","Transaction Log","48435618","801093","Completed","","1.980","","","Dec 9, 2022, 03:00:09 PM"
"2562101","miapdwcm01","SQL Server","N/A","default","Backup","Transaction Log","105578984","14719969","Completed","","29.500","","","Dec 9, 2022, 03:00:09 PM"
"2562100","miapdwalmdb","SQL Server","N/A","default","Backup","Transaction Log","10158934","445722","Completed","","2.430","","","Dec 9, 2022, 03:00:09 PM"
"2562099","ahp0751","SQL Server","N/A","default","Backup","Transaction Log","0","0","No Run","Another backup is running for client [ahp0751], iDataAgent [SQL Server], Instance [AHP0751], Subclient [default].<br>Source: avmedptccs01, Process: JobManager","'-1.000","","",""
"2562098","gnvpdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","106824168","28591700","Completed","","1.360","","","Dec 9, 2022, 03:00:08 PM"
"2562097","gnvpdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","3539310","44484","Completed","","0.060","","","Dec 9, 2022, 03:00:08 PM"
"2562096","gnvpdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","10355420","513542","Completed","","0.100","","","Dec 9, 2022, 03:00:08 PM"
"2562095","miapdwfarm02","SQL Server","N/A","default","Backup","Transaction Log","4850030","92555","Completed","","0.080","","","Dec 9, 2022, 03:00:08 PM"
"2562094","miapdwfarm02","SQL Server","N/A","default","Backup","Transaction Log","306976480","66844179","Completed","","0.480","","","Dec 9, 2022, 03:00:08 PM"
"2562093","ahp0494","SQL Server","N/A","default","Backup","Transaction Log","1179770","17713","Completed","","0.660","","","Dec 9, 2022, 03:00:08 PM"
"2562092","ahp0758","SQL Server","N/A","default","Backup","Transaction Log","4784494","204061","Completed","","1.780","","","Dec 9, 2022, 03:00:08 PM"
"2562091","miapdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","12714960","236419","Completed","","2.840","","","Dec 9, 2022, 03:00:08 PM"
"2562090","miapdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","10093276","193548","Completed","","2.600","","","Dec 9, 2022, 03:00:08 PM"
"2562089","miapdwfarm01","SQL Server","N/A","ERPM_DB","Backup","Transaction Log","6619380","583413","Completed","","1.710","","","Dec 9, 2022, 03:00:13 PM"
"2562088","gnvtdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","1397031400","434464745","Completed","","234.200","","","Dec 9, 2022, 03:00:08 PM"
"2562087","gnvtdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","4981224","69040","Completed","","1.040","","","Dec 9, 2022, 03:00:08 PM"
"2562086","gnvtdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","7996124","126803","Completed","","1.410","","","Dec 9, 2022, 03:00:08 PM"
"2562085","ahp0493","SQL Server","N/A","default","Backup","Transaction Log","11535190","224336","Completed","","1.490","","","Dec 9, 2022, 03:00:08 PM"
"2562084","miatdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","4719080","60364","Completed","","1.050","","","Dec 9, 2022, 03:00:08 PM"
"2562083","miatdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","3539310","44252","Completed","","0.790","","","Dec 9, 2022, 03:00:08 PM"
"2562082","miatdwfarm01","SQL Server","N/A","default","Backup","Transaction Log","40242276","770104","Completed","","1.930","","","Dec 9, 2022, 03:00:08 PM"
"2562081","ahp0759","SQL Server","N/A","default","Backup","Transaction Log","6291822","225598","Completed","","1.240","","","Dec 9, 2022, 03:00:08 PM"
"2562080","ahp0763","SQL Server","N/A","default","Backup","Transaction Log","11862748","420781","Completed","","1.730","","","Dec 9, 2022, 03:00:08 PM"
"2562079","miatdwfarm02","SQL Server","N/A","default","Backup","Transaction Log","12911812","200180","Completed","","1.270","","","Dec 9, 2022, 03:00:08 PM"
"2562078","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","61866594","62007016","Completed","","14.820","","","Nov 23, 2022, 03:00:08 PM"
"2562076","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","23790178","23846984","Completed","","6.650","","","Nov 23, 2022, 02:45:07 PM"
"2562074","miapdwfarm01","SQL Server","N/A","ERPM_DB","Backup","Transaction Log","6488308","539007","Completed","","3.110","","","Dec 9, 2022, 02:30:07 PM"
"2562073","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","42795618","42894184","Completed","","13.040","","","Nov 23, 2022, 02:30:07 PM"
"2562071","avmedptccs01_Failover","SQL Server","N/A","CvFailoverLogShipping","Backup","Transaction Log","116720226","116981128","Completed","","35.580","","","Nov 23, 2022, 02:15:07 PM"
"2562069","ahp0218","SQL Server","N/A","default","Backup","Transaction Log","0","0","Completed","","'-1.000","","","Nov 9, 2022, 02:00:18 PM"
"2562068","ahppdwanlysql01","SQL Server","N/A","default","Backup","Transaction Log","3266184144","1444700208","Completed","","353.250","","","Dec 9, 2022, 02:00:17 PM"
"2562067","ahppdworahyp11","SQL Server","N/A","default","Backup","Transaction Log","101975968","15752845","Completed","","10.680","","","Dec 9, 2022, 02:00:17 PM"
