Backup job summary
 Report generated on Nov 10, 2022, 9:34:38 AM

Databases in SQL Server and Sybase Backup Jobs
"JobId","Server","Agent","Instance","BackupSet","Subclient","Type","Backup Type","Start Time","End Time","Storage Policy","Database Name","Database Size","Job status"
"2561679","miatdwfarm02","SQL Server","MIATDWFARM02","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:08 AM","SP_FTCData_Dev","CAT_Retro_Extracts_Avm_Sys","505856","Completed"
"2561679","miatdwfarm02","SQL Server","MIATDWFARM02","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:08 AM","SP_FTCData_Dev","CAT_Prepay_Extracts_Avm","284672","Completed"
"2561679","miatdwfarm02","SQL Server","MIATDWFARM02","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:08 AM","SP_FTCData_Dev","CAT_Prepay_Extracts_Avm_Sys","385024","Completed"
"2561679","miatdwfarm02","SQL Server","MIATDWFARM02","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:01:08 AM","SP_FTCData_Dev","model","286720","Completed"
"2561680","ahp0763","SQL Server","AHP0763","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:00:58 AM","SP_FTCData_Dev","model","317440","Completed"
"2561680","ahp0763","SQL Server","AHP0763","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:00:58 AM","SP_FTCData_Dev","B1-9-RF&M","553984","Completed"
"2561680","ahp0763","SQL Server","AHP0763","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:00:58 AM","SP_FTCData_Dev","Boomi_Dell","538624","Completed"
"2561680","ahp0763","SQL Server","AHP0763","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:00:58 AM","SP_FTCData_Dev","EXP_DEV","3647488","Completed"
"2561680","ahp0763","SQL Server","AHP0763","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:00:58 AM","SP_FTCData_Dev","ReportServer","462848","Completed"
"2561680","ahp0763","SQL Server","AHP0763","defaultBackupSet","default","Backup","Transaction Log","Nov 9, 2022, 10:00:01 AM","Nov 9, 2022, 10:00:58 AM","SP_FTCData_Dev","Workpoint","1078272","Completed"
